formula_1,Please list the year and country during which the race is held on circuits in Shanghai.,Shanghai is a name of location;,"SELECT T2.year, T1.country FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T1.location = 'Shanghai'",simple,"SELECT T2.year, {{
    LLMMap(
        'Provide the country name',
        'circuits::location'
    )

}}
FROM circuits INNER JOIN races AS T2 ON T2.circuitId = circuits.circuitId 
WHERE circuits.location = 'Shanghai'
"
formula_1,Where can the introduction of the races held on Circuit de Barcelona-Catalunya be found?,introduction of races refers to url; Circuit de Barcelona-Catalunya is a name of circuit;,SELECT DISTINCT T1.url FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T1.name = 'Circuit de Barcelona-Catalunya',simple,"WITH temp AS (
SELECT *, 'Location: '||location||', Name: '||name AS key
FROM circuits
)
SELECT {{
    LLMMap(
        'Provide the wiki url.',
        'temp::key'
    )

}}
FROM temp INNER JOIN races AS T2 ON T2.circuitId = temp.circuitId 
WHERE temp.name = 'Circuit de Barcelona-Catalunya'
"
formula_1,Please give the name of the race held on the circuits in Germany.,Germany is a name of country;,SELECT DISTINCT T2.name FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T1.country = 'Germany',simple,"SELECT DISTINCT T2.name 
FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitId = T1.circuitId
WHERE {{
    LLMMap(
        'Provide the country name.'
        'T1::location'
    )
}} = 'Germany'
"
formula_1,How many races in the year 2010 are held on grand prixs outside Asia and Europe?,,"SELECT COUNT(T3.raceId) FROM circuits AS T1 INNER JOIN races AS T3 ON T3.circuitID = T1.circuitId WHERE T1.country NOT IN ( 'Bahrain', 'China', 'Singapore', 'Japan', 'Korea', 'Turkey', 'UAE', 'Malaysia', 'Spain', 'Monaco', 'Azerbaijan', 'Austria', 'Belgium', 'France', 'Germany', 'Hungary', 'Italy', 'UK' ) AND T3.year = 2010",moderate,"SELECT COUNT(T2.raceId) 
FROM circuits AS T1 
INNER JOIN races AS T2 ON T2.circuitId = T1.circuitId 
WHERE {{
    LLMMap(
        'Is the location outside Asia and Europe?',
        'T1::location'
    )
}} = TRUE
AND T2.year = 2010
"
formula_1,Please give the names of the races held on the circuits in Spain.,Spain is a name of country;,SELECT DISTINCT T2.name FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T1.country = 'Spain',simple,"SELECT DISTINCT T2.name 
FROM circuits AS T1 
INNER JOIN races AS T2 ON T2.circuitId = T1.circuitId 
WHERE {{
    LLMMap(
        'Provide the country name.',
        'T1::location'
    )
}} = 'Spain'
"
formula_1,What is the location coordinates of the circuits for Australian grand prix?,"coordinates refers to (lat, lng);","SELECT DISTINCT T1.lat, T1.lng FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T2.name = 'Australian Grand Prix'",simple,"WITH location_data AS (
SELECT *, {{
    LLMMap(
        'Provide the latitude based on location (float).',
        'circuits::location'
        )
    }} AS lat, {{
    LLMMap(
        'Provide the longitude based on location (float).',
        'circuits::location'
    )
}} AS lng
FROM circuits
)
SELECT DISTINCT location_data.lat, location_data.lng
FROM location_data INNER JOIN races AS T2 ON T2.circuitId = location_data.circuitId
WHERE T2.name = 'Australian Grand Prix'
"
formula_1,Where can I find the information about the races held on Sepang International Circuit?,information about races refers to url;,SELECT DISTINCT T1.url FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T1.name = 'Sepang International Circuit',simple,"SELECT DISTINCT {{
    LLMMap(
        'Provide the wiki url.',
        'circuits::name'
    )
}} AS url
FROM circuits INNER JOIN races AS T2 ON T2.circuitId = circuits.circuitId
WHERE circuits.name = 'Sepang International Circuit'
"
formula_1,Give the coordinate position for Abu Dhabi Grand Prix.,"coordinates refers to (lat, lng); position and location shares the same meaning.","SELECT DISTINCT T1.lat, T1.lng, T1.location FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T2.name = 'Abu Dhabi Grand Prix'",simple,"WITH location_data AS (
SELECT *, {{
    LLMMap(
        'Provide the latitude based on location (float).',
        'circuits::location'
        )
    }} AS lat, {{
    LLMMap(
        'Provide the longitude based on location (float).',
        'circuits::location'
    )
}} AS lng
FROM circuits
)
SELECT DISTINCT location_data.lat, location_data.lng
FROM location_data INNER JOIN races AS T2 ON T2.circuitId = location_data.circuitId
WHERE T2.name = 'Abu Dhabi Grand Prix'
"
formula_1,Which country is the constructor which got 1 point in the race No. 24 from?,race number refers to raceId;,SELECT T2.nationality FROM constructorResults AS T1 INNER JOIN constructors AS T2 ON T2.constructorId = T1.constructorId WHERE T1.raceId = 24 AND T1.points = 1,simple,"SELECT {{
    LLMMap(
        'Provide the nationality.',
        'constructors::name'
    )
}} AS nationality
FROM constructorResults AS T1 INNER JOIN constructors ON constructors.constructorId = T1.constructorId
WHERE T1.raceId = 24 AND T1.points = 1
"
formula_1,"For the driver who had the Q2 time as 0:01:40 in the qualifying race No. 355, what is his nationality?",race number refers to raceId;,SELECT DISTINCT T2.nationality FROM qualifying AS T1 INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId WHERE T1.raceId = 355 AND T1.q2 LIKE '1:40%',simple,"WITH driver_data AS (
    SELECT DISTINCT T2.forename || ' ' || T2.surname AS key
    FROM qualifying AS T1 
    INNER JOIN drivers AS T2 ON T2.driverId = T1.driverId
    WHERE T1.raceId = 355 AND T1.q2 LIKE '1:40%'
)
SELECT DISTINCT {{
    LLMMap(
        'Provide the nationality.',
        'driver_data::key'
    )
}} AS nationality
FROM driver_data
"
